Completion Year,State,Total,Degree-granting,"Non-degree-granting, primarily postsecondary",American Indian or Alaska Native,Asian or Pacific Islander,Asian,Native Hawaiian or Other Pacific Islander,Black or African American,Hispanic or Latino,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,Male,Female
2007-08,Massachusetts,"110,386","103,183","7,203",399,"6,522",402,2,"6,994","5,638","66,618",27,"15,601","8,183","44,027","66,359"
2007-08,Michigan,"128,833","118,161","10,672",834,"4,435",53,39,"14,524","3,209","93,319",14,"6,888","5,518","51,492","77,341"
2007-08,Minnesota,"84,194","82,234","1,960",814,"2,963",261,22,"4,135","1,539","66,099",119,"5,886","2,356","32,301","51,893"
2007-08,Mississippi,"29,935","29,088",847,107,294,12,0,"10,216",257,"18,196",5,363,485,"10,588","19,347"
2007-08,Missouri,"83,641","80,664","2,977",482,"2,037",100,13,"9,079","2,311","61,588",15,"4,521","3,495","33,414","50,227"
2007-08,Montana,"8,902","8,670",232,562,82,4,0,39,138,"7,209",0,630,238,"3,804","5,098"
2007-08,Nebraska,"26,446","25,673",773,145,545,63,5,"1,025",752,"22,195",9,"1,183",524,"11,316","15,130"
2007-08,Nevada,"16,543","14,725","1,818",201,"1,520",107,2,"1,282","1,796","9,046",2,"1,922",665,"5,778","10,765"
2007-08,New Hampshire,"17,135","16,405",730,92,407,7,0,280,371,"12,571",3,"2,646",758,"6,613","10,522"
2007-08,New Jersey,"82,229","69,343","12,886",209,"5,981",184,12,"9,948","9,621","44,770",24,"7,298","4,182","33,657","48,572"
2007-08,New Mexico,"20,639","19,767",872,"1,423",385,6,0,559,"7,266","8,913",1,"1,318",768,"7,692","12,947"
2007-08,New York,"283,343","264,526","18,817",842,"19,456",615,36,"32,428","25,002","155,962",144,"26,824","22,034","111,485","171,858"
2007-08,North Carolina,"98,977","96,839","2,138","1,000","2,829",21,2,"20,025","2,370","67,090",20,"3,354","2,266","40,308","58,669"
2007-08,North Dakota,"10,497","10,260",237,489,106,1,2,116,99,"8,942",1,243,498,"4,747","5,750"
2007-08,Ohio,"141,035","127,483","13,552",394,"2,931",68,133,"14,257","2,561","108,763",42,"7,128","4,758","57,189","83,846"
2007-08,Oklahoma,"46,321","37,897","8,424","4,605","1,060",27,0,"3,687","1,724","32,700",4,577,"1,937","18,938","27,383"
2007-08,Oregon,"41,637","39,547","2,090",551,"2,144",133,3,740,"1,837","31,067",17,"3,878","1,267","15,892","25,745"
2007-08,Pennsylvania,"174,945","161,775","13,170",428,"6,583",228,46,"16,006","5,162","126,861",28,"13,052","6,551","73,314","101,631"
2007-08,Rhode Island,"19,533","17,306","2,227",63,609,54,0,991,"1,196","13,003",0,"2,712",905,"8,726","10,807"
2007-08,South Carolina,"43,941","42,853","1,088",134,667,10,0,"10,259",679,"29,719",4,"1,705",764,"16,612","27,329"
2007-08,South Dakota,"9,781","9,515",266,438,83,4,1,110,93,"8,518",0,390,144,"4,142","5,639"
2007-08,Tennessee,"64,662","56,234","8,428",200,"1,032",106,5,"11,278","1,077","47,589",51,"2,008","1,316","25,389","39,273"
2007-08,Texas,"246,243","215,297","30,946","1,212","11,683",348,112,"30,421","63,332","121,086",57,"7,029","10,963","99,008","147,235"
2007-08,Utah,"44,615","41,946","2,669",364,"1,150",52,18,373,"1,852","36,041",5,"3,527","1,233","20,795","23,820"
2007-08,Vermont,"9,724","9,615",109,43,198,1,0,153,215,"8,004",4,864,242,"4,270","5,454"
2007-08,Virginia,"90,720","88,391","2,329",413,"4,814",29,4,"15,928","3,037","58,296",14,"5,428","2,757","35,969","54,751"
2007-08,Washington,"78,770","74,460","4,310","1,135","6,882",163,22,"3,052","4,225","51,967",93,"7,957","3,274","31,827","46,943"
2007-08,West Virginia,"22,713","21,374","1,339",71,266,2,0,"1,141",321,"19,115",0,"1,205",592,"9,831","12,882"
2007-08,Wisconsin,"74,313","72,432","1,881",645,"1,998",25,3,"3,396","1,921","62,895",0,"1,873","1,557","28,119","46,194"
2007-08,Wyoming,"6,820","6,801",19,106,79,0,0,63,342,"5,858",0,224,148,"3,577","3,243"
2006-07,Total,"3,775,360","3,484,031","291,329","31,217","212,040",,,"421,981","337,447","2,356,182",,"259,402","157,091","1,520,978","2,254,382"
2006-07,Alabama,"47,554","47,221",333,330,"1,009",,,"11,923",631,"31,529",,"1,042","1,090","18,174","29,380"
2006-07,Alaska,"4,434","3,735",699,574,203,,,169,150,"3,052",,162,124,"1,667","2,767"
2006-07,Arizona,"122,973","116,912","6,061","3,173","3,672",,,"8,540","15,821","66,294",,"18,165","7,308","51,738","71,235"
2006-07,Arkansas,"28,534","26,692","1,842",275,375,,,"4,336",464,"21,959",,516,609,"11,143","17,391"
2006-07,California,"439,024","395,385","43,639","3,345","72,006",,,"25,873","94,957","172,131",,"49,092","21,620","175,576","263,448"
2006-07,Colorado,"67,966","61,659","6,307",954,"2,332",,,"3,255","6,710","48,410",,"4,880","1,425","30,394","37,572"
2006-07,Connecticut,"42,166","35,899","6,267",159,"1,633",,,"3,803","2,920","28,027",,"3,556","2,068","17,481","24,685"
2006-07,Delaware,"11,244","10,284",960,33,292,,,"1,702",355,"7,091",,"1,347",424,"4,022","7,222"
2006-07,District of Columbia,"26,029","25,380",649,92,"1,727",,,"6,638","1,175","11,580",,"2,615","2,202","10,671","15,358"
2006-07,Florida,"234,450","202,429","32,021",908,"7,292",,,"38,830","42,679","127,149",,"9,735","7,857","95,865","138,585"
2006-07,Georgia,"106,778","100,259","6,519",266,"3,570",,,"31,895","2,548","61,552",,"3,231","3,716","42,240","64,538"
2006-07,Hawaii,"12,239","11,836",403,46,"6,675",,,264,385,"3,303",,273,"1,293","4,747","7,492"
2006-07,Idaho,"15,075","14,426",649,158,206,,,97,599,"12,695",,854,466,"6,252","8,823"
2006-07,Illinois,"191,536","181,499","10,037",634,"10,814",,,"25,288","14,942","120,391",,"11,529","7,938","79,576","111,960"
2006-07,Indiana,"76,347","74,380","1,967",226,"1,627",,,"6,124","2,012","60,393",,"2,484","3,481","32,867","43,480"
2006-07,Iowa,"50,806","49,506","1,300",160,917,,,"1,334","1,015","39,664",,"6,239","1,477","19,507","31,299"
2006-07,Kansas,"43,044","38,357","4,687",627,"1,570",,,"2,496","2,120","32,551",,"2,319","1,361","18,056","24,988"
2006-07,Kentucky,"55,986","54,609","1,377",158,639,,,"4,210",509,"46,597",,"2,500","1,373","23,037","32,949"
2006-07,Louisiana,"52,421","47,911","4,510",389,"1,027",,,"13,658","1,326","32,697",,"1,626","1,698","22,736","29,685"
2006-07,Maine,"12,432","11,751",681,126,185,,,155,128,"10,742",,647,449,"4,720","7,712"
2006-07,Maryland,"63,787","59,941","3,846",237,"4,053",,,"13,732","2,235","36,801",,"3,950","2,779","25,674","38,113"
2006-07,Massachusetts,"106,694","99,228","7,466",333,"6,832",,,"6,740","5,205","64,945",,"14,808","7,831","42,262","64,432"
2006-07,Michigan,"125,779","115,670","10,109",829,"4,374",,,"13,722","2,967","91,714",,"6,602","5,571","48,925","76,854"
2006-07,Minnesota,"81,707","79,847","1,860",796,"2,902",,,"3,805","1,413","63,700",,"6,706","2,385","31,094","50,613"
2006-07,Mississippi,"29,287","28,487",800,105,279,,,"9,934",212,"17,912",,397,448,"10,251","19,036"
2006-07,Missouri,"81,874","78,992","2,882",406,"2,061",,,"9,464","2,230","60,346",,"3,999","3,368","32,756","49,118"
2006-07,Montana,"8,883","8,657",226,576,97,,,37,134,"7,318",,522,199,"3,741","5,142"
2006-07,Nebraska,"25,502","24,821",681,129,597,,,"1,003",569,"21,197",,"1,427",580,"10,642","14,860"
2006-07,Nevada,"17,001","14,068","2,933",180,"1,590",,,"1,508","1,870","9,834",,"1,405",614,"6,097","10,904"
2006-07,New Hampshire,"17,352","16,359",993,83,396,,,275,355,"13,016",,"2,549",678,"6,489","10,863"
2006-07,New Jersey,"79,469","66,355","13,114",229,"5,933",,,"9,649","8,895","44,588",,"6,608","3,567","31,857","47,612"
2006-07,New Mexico,"20,364","19,591",773,"1,540",385,,,567,"7,074","8,456",,"1,599",743,"7,746","12,618"
2006-07,New York,"279,529","259,939","19,590",956,"19,337",,,"33,188","25,154","153,329",,"26,971","20,594","109,289","170,240"
2006-07,North Carolina,"95,275","93,069","2,206",952,"2,798",,,"19,169","2,222","65,932",,"2,178","2,024","38,645","56,630"
2006-07,North Dakota,"10,497","10,247",250,545,87,,,94,82,"9,057",,218,414,"4,629","5,868"
2006-07,Ohio,"133,779","121,078","12,701",389,"2,838",,,"13,267","2,328","103,758",,"6,671","4,528","53,450","80,329"
2006-07,Oklahoma,"46,953","38,477","8,476","4,615","1,056",,,"3,829","1,613","33,100",,563,"2,177","19,252","27,701"
2006-07,Oregon,"41,350","39,247","2,103",545,"2,282",,,671,"1,689","31,128",,"3,737","1,298","16,112","25,238"
2006-07,Pennsylvania,"171,864","158,813","13,051",388,"6,508",,,"16,033","4,592","126,558",,"11,319","6,466","71,332","100,532"
2006-07,Rhode Island,"18,979","17,070","1,909",54,691,,,988,"1,007","12,810",,"2,562",867,"8,224","10,755"
2006-07,South Carolina,"42,009","40,945","1,064",146,659,,,"9,973",584,"28,291",,"1,452",904,"15,816","26,193"
2006-07,South Dakota,"9,866","9,653",213,434,79,,,84,76,"8,463",,563,167,"4,176","5,690"
2006-07,Tennessee,"64,347","56,476","7,871",188,"1,833",,,"11,380","1,067","46,359",,"2,090","1,430","24,962","39,385"
2006-07,Texas,"241,511","210,603","30,908","1,229","11,277",,,"29,183","61,499","120,147",,"7,794","10,382","96,129","145,382"
2006-07,Utah,"43,750","41,036","2,714",367,"1,074",,,331,"1,646","35,477",,"3,535","1,320","20,368","23,382"
2006-07,Vermont,"9,120","9,001",119,54,224,,,171,192,"7,506",,737,236,"3,930","5,190"
2006-07,Virginia,"85,985","82,776","3,209",317,"4,758",,,"15,461","2,696","56,575",,"4,094","2,084","33,498","52,487"
2006-07,Washington,"78,995","74,033","4,962","1,101","6,936",,,"2,942","3,954","52,785",,"8,267","3,010","32,052","46,943"
2006-07,West Virginia,"21,875","20,270","1,605",86,279,,,968,211,"18,559",,"1,249",523,"9,291","12,584"
2006-07,Wisconsin,"73,953","72,194","1,759",669,"1,977",,,"3,168","1,904","62,624",,"1,833","1,778","27,888","46,065"
2006-07,Wyoming,"6,986","6,958",28,106,77,,,55,326,"6,090",,185,147,"3,932","3,054"
2005-06,Total,"3,689,764","3,386,579","303,185","30,354","205,760",,,"408,935","324,203","2,317,346",,"244,433","158,733","1,484,056","2,205,708"
2005-06,Alabama,"49,661","48,831",830,343,793,,,"13,019",609,"32,709",,931,"1,257","19,132","30,529"
2005-06,Alaska,"4,252","3,608",644,531,217,,,163,148,"2,938",,146,109,"1,570","2,682"
2005-06,Arizona,"107,182","101,055","6,127","2,855","3,333",,,"6,616","14,541","59,398",,"13,551","6,888","46,848","60,334"
2005-06,Arkansas,"27,714","25,886","1,828",265,313,,,"4,200",418,"21,280",,498,740,"11,292","16,422"
2005-06,California,"434,528","380,525","54,003","3,294","71,115",,,"26,820","93,800","171,104",,"46,528","21,867","173,082","261,446"
2005-06,Colorado,"68,964","62,165","6,799","1,112","2,185",,,"2,851","6,696","49,936",,"4,457","1,727","30,564","38,400"
2005-06,Connecticut,"41,446","35,558","5,888",143,"1,517",,,"3,801","2,759","27,574",,"3,513","2,139","17,006","24,440"
2005-06,Delaware,"11,062","10,391",671,34,261,,,"1,637",304,"7,268",,"1,205",353,"3,961","7,101"
2005-06,District of Columbia,"26,089","25,321",768,85,"1,742",,,"6,280","1,116","11,446",,"3,236","2,184","10,647","15,442"
2005-06,Florida,"228,664","195,670","32,994",965,"6,863",,,"37,836","40,832","124,861",,"9,181","8,126","93,227","135,437"
2005-06,Georgia,"104,535","97,767","6,768",259,"3,224",,,"31,693","2,333","60,773",,"2,655","3,598","40,360","64,175"
2005-06,Hawaii,"12,496","12,021",475,110,"7,337",,,342,315,"3,458",,320,614,"4,845","7,651"
2005-06,Idaho,"14,946","14,209",737,161,234,,,92,542,"12,684",,704,529,"6,165","8,781"
2005-06,Illinois,"188,311","177,986","10,325",637,"10,167",,,"23,949","14,244","118,789",,"12,533","7,992","78,127","110,184"
2005-06,Indiana,"74,722","72,952","1,770",248,"1,540",,,"5,540","1,932","59,493",,"2,410","3,559","32,304","42,418"
2005-06,Iowa,"49,403","48,038","1,365",190,812,,,"1,290",907,"39,321",,"5,281","1,602","19,226","30,177"
2005-06,Kansas,"42,655","38,488","4,167",582,"1,782",,,"2,349","1,940","32,392",,"2,083","1,527","18,064","24,591"
2005-06,Kentucky,"53,773","52,446","1,327",134,621,,,"4,071",437,"44,948",,"2,380","1,182","22,031","31,742"
2005-06,Louisiana,"39,801","37,070","2,731",192,789,,,"10,361",739,"24,361",,"1,093","2,266","14,512","25,289"
2005-06,Maine,"12,147","11,524",623,113,187,,,131,120,"10,396",,713,487,"4,724","7,423"
2005-06,Maryland,"61,902","57,893","4,009",247,"3,979",,,"13,513","2,076","35,972",,"3,427","2,688","25,318","36,584"
2005-06,Massachusetts,"105,497","98,332","7,165",391,"6,540",,,"6,661","5,250","64,571",,"14,302","7,782","41,239","64,258"
2005-06,Michigan,"124,105","113,365","10,740",724,"4,468",,,"14,204","2,923","89,998",,"6,486","5,302","47,944","76,161"
2005-06,Minnesota,"78,987","76,781","2,206",662,"2,679",,,"3,180","1,291","60,841",,"7,948","2,386","30,073","48,914"
2005-06,Mississippi,"28,513","27,664",849,99,234,,,"9,461",187,"17,733",,381,418,"9,971","18,542"
2005-06,Missouri,"80,171","77,303","2,868",439,"1,819",,,"9,335","2,122","59,385",,"3,771","3,300","32,401","47,770"
2005-06,Montana,"8,835","8,599",236,597,70,,,39,109,"7,414",,421,185,"3,646","5,189"
2005-06,Nebraska,"25,785","25,048",737,157,567,,,"1,057",645,"21,834",,866,659,"11,032","14,753"
2005-06,Nevada,"16,012","14,269","1,743",179,"1,407",,,"1,163","1,610","9,072",,"1,897",684,"5,840","10,172"
2005-06,New Hampshire,"16,982","16,010",972,107,404,,,265,341,"12,774",,"2,357",734,"6,518","10,464"
2005-06,New Jersey,"79,188","65,098","14,090",211,"5,844",,,"10,110","8,635","43,517",,"7,033","3,838","31,466","47,722"
2005-06,New Mexico,"20,129","19,329",800,"1,478",372,,,464,"7,030","8,416",,"1,680",689,"7,441","12,688"
2005-06,New York,"276,958","256,825","20,133",919,"19,153",,,"32,437","24,046","153,984",,"27,366","19,053","107,902","169,056"
2005-06,North Carolina,"92,656","90,348","2,308","1,006","2,566",,,"18,355","2,005","64,478",,"2,010","2,236","37,375","55,281"
2005-06,North Dakota,"10,085","9,838",247,528,93,,,90,71,"8,790",,193,320,"4,535","5,550"
2005-06,Ohio,"132,365","120,225","12,140",401,"2,809",,,"12,895","2,107","103,597",,"5,676","4,880","53,049","79,316"
2005-06,Oklahoma,"46,260","37,771","8,489","4,405",959,,,"3,815","1,535","32,697",,408,"2,441","18,957","27,303"
2005-06,Oregon,"41,637","39,159","2,478",505,"2,063",,,687,"1,659","31,725",,"3,592","1,406","16,125","25,512"
2005-06,Pennsylvania,"169,784","156,308","13,476",416,"6,397",,,"15,917","4,443","125,487",,"10,592","6,532","71,644","98,140"
2005-06,Rhode Island,"18,745","16,727","2,018",63,724,,,990,"1,011","12,683",,"2,385",889,"7,962","10,783"
2005-06,South Carolina,"41,784","40,589","1,195",162,644,,,"10,014",557,"28,359",,"1,140",908,"15,472","26,312"
2005-06,South Dakota,"9,563","9,379",184,395,81,,,100,69,"8,111",,643,164,"4,159","5,404"
2005-06,Tennessee,"62,292","55,114","7,178",189,958,,,"11,068",917,"46,134",,"1,720","1,306","24,552","37,740"
2005-06,Texas,"235,736","204,743","30,993","1,190","11,574",,,"27,835","58,601","119,258",,"6,480","10,798","93,298","142,438"
2005-06,Utah,"43,484","40,846","2,638",320,"1,030",,,252,"1,559","34,417",,"4,222","1,684","20,993","22,491"
2005-06,Vermont,"8,897","8,797",100,50,182,,,126,175,"7,336",,794,234,"3,832","5,065"
2005-06,Virginia,"83,851","80,309","3,542",357,"4,196",,,"15,348","2,437","55,622",,"3,086","2,805","32,390","51,461"
2005-06,Washington,"79,127","73,745","5,382","1,114","6,901",,,"2,923","3,801","53,476",,"7,970","2,942","31,906","47,221"
2005-06,West Virginia,"19,912","17,987","1,925",65,210,,,769,172,"17,553",,333,810,"7,986","11,926"
2005-06,Wisconsin,"70,616","69,149","1,467",620,"1,738",,,"2,772","1,690","60,344",,"1,669","1,783","27,001","43,615"
2005-06,Wyoming,"7,555","7,518",37,105,67,,,49,397,"6,639",,167,131,"4,342","3,213"
2004-05,Total,"3,596,860","3,287,780","309,080","29,281","197,358",,,"395,753","312,501","2,280,210",,"223,219","158,538","1,456,318","2,140,542"
2004-05,Alabama,"49,367","48,451",916,341,655,,,"12,826",572,"32,597",,879,"1,497","18,873","30,494"
2004-05,Alaska,"3,896","3,273",623,487,202,,,147,133,"2,687",,122,118,"1,437","2,459"
2004-05,Arizona,"97,133","90,733","6,400","2,759","2,943",,,"5,233","13,679","54,223",,"13,403","4,893","42,297","54,836"
2004-05,Arkansas,"28,644","24,685","3,959",258,372,,,"4,240",465,"22,133",,521,655,"12,158","16,486"
2004-05,California,"425,430","371,579","53,851","3,330","68,506",,,"26,319","89,997","171,667",,"43,856","21,755","168,976","256,454"
2004-05,Colorado,"66,560","59,285","7,275",974,"2,140",,,"2,564","6,431","48,436",,"4,172","1,843","29,750","36,810"
2004-05,Connecticut,"40,186","34,468","5,718",140,"1,421",,,"3,482","2,666","27,149",,"3,082","2,246","16,672","23,514"
2004-05,Delaware,"10,705","9,915",790,27,243,,,"1,511",280,"7,094",,"1,186",364,"3,779","6,926"
2004-05,District of Columbia,"23,499","22,455","1,044",47,"1,731",,,"5,271","1,230","10,745",,"2,141","2,334","9,704","13,795"
2004-05,Florida,"220,882","187,629","33,253",878,"6,610",,,"35,813","38,674","122,105",,"8,297","8,505","90,299","130,583"
2004-05,Georgia,"104,635","98,226","6,409",262,"3,163",,,"31,599","2,159","60,599",,"3,288","3,565","40,219","64,416"
2004-05,Hawaii,"12,251","11,741",510,39,"7,240",,,328,403,"3,259",,414,568,"4,787","7,464"
2004-05,Idaho,"14,866","13,917",949,187,245,,,94,483,"12,760",,624,473,"6,115","8,751"
2004-05,Illinois,"182,472","171,367","11,105",637,"10,113",,,"23,736","13,994","117,798",,"7,741","8,453","78,161","104,311"
2004-05,Indiana,"71,364","69,511","1,853",240,"1,469",,,"5,080","1,788","57,546",,"1,652","3,589","31,153","40,211"
2004-05,Iowa,"46,719","45,418","1,301",194,810,,,"1,172",817,"38,821",,"3,087","1,818","18,847","27,872"
2004-05,Kansas,"41,896","37,325","4,571",619,"1,154",,,"2,460","1,860","32,505",,"1,832","1,466","17,167","24,729"
2004-05,Kentucky,"47,947","46,807","1,140",118,626,,,"3,380",386,"40,727",,"1,751",959,"19,333","28,614"
2004-05,Louisiana,"46,689","41,262","5,427",221,958,,,"12,490","1,181","28,448",,"1,446","1,945","16,806","29,883"
2004-05,Maine,"11,951","11,376",575,105,152,,,110,102,"10,358",,522,602,"4,474","7,477"
2004-05,Maryland,"60,304","56,553","3,751",199,"3,716",,,"12,994","1,948","35,580",,"2,994","2,873","24,564","35,740"
2004-05,Massachusetts,"104,033","96,451","7,582",360,"6,338",,,"6,564","4,986","63,547",,"14,184","8,054","40,608","63,425"
2004-05,Michigan,"121,199","110,998","10,201",868,"4,238",,,"13,216","2,723","88,004",,"6,520","5,630","46,880","74,319"
2004-05,Minnesota,"75,050","73,154","1,896",596,"2,347",,,"2,623","1,081","57,607",,"8,371","2,425","29,871","45,179"
2004-05,Mississippi,"28,475","27,785",690,106,264,,,"9,214",156,"17,889",,372,474,"10,355","18,120"
2004-05,Missouri,"78,303","75,937","2,366",450,"1,741",,,"8,477","2,010","58,665",,"3,436","3,524","32,240","46,063"
2004-05,Montana,"8,847","8,614",233,575,69,,,31,109,"7,354",,501,208,"3,760","5,087"
2004-05,Nebraska,"25,342","24,542",800,137,506,,,918,579,"21,670",,659,873,"10,720","14,622"
2004-05,Nevada,"13,762","12,907",855,173,"1,152",,,862,"1,361","8,256",,"1,303",655,"4,835","8,927"
2004-05,New Hampshire,"16,623","15,894",729,66,423,,,281,344,"12,682",,"2,240",587,"6,377","10,246"
2004-05,New Jersey,"78,789","64,033","14,756",219,"5,751",,,"10,489","8,428","43,499",,"6,617","3,786","30,835","47,954"
2004-05,New Mexico,"19,513","18,585",928,"1,478",384,,,479,"6,789","7,964",,"1,803",616,"7,211","12,302"
2004-05,New York,"271,801","250,514","21,287",847,"17,995",,,"32,025","25,416","150,475",,"26,062","18,981","106,823","164,978"
2004-05,North Carolina,"90,475","88,011","2,464",916,"2,400",,,"17,928","1,829","63,605",,"1,881","1,916","37,401","53,074"
2004-05,North Dakota,"9,652","9,464",188,493,91,,,95,72,"8,554",,48,299,"4,447","5,205"
2004-05,Ohio,"127,994","115,688","12,306",381,"2,577",,,"12,489","1,985","100,255",,"5,231","5,076","51,812","76,182"
2004-05,Oklahoma,"45,680","37,657","8,023","4,216",956,,,"3,798","1,435","32,082",,602,"2,591","18,549","27,131"
2004-05,Oregon,"40,970","38,772","2,198",517,"2,143",,,673,"1,519","31,142",,"3,506","1,470","15,978","24,992"
2004-05,Pennsylvania,"163,904","150,974","12,930",402,"6,151",,,"14,833","4,104","122,661",,"9,367","6,386","69,239","94,665"
2004-05,Rhode Island,"18,309","16,329","1,980",54,696,,,884,897,"12,400",,"2,542",836,"7,803","10,506"
2004-05,South Carolina,"41,669","40,548","1,121",125,560,,,"10,103",485,"28,409",,975,"1,012","15,690","25,979"
2004-05,South Dakota,"9,570","9,388",182,352,72,,,87,58,"8,191",,648,162,"4,206","5,364"
2004-05,Tennessee,"61,000","53,220","7,780",181,"1,054",,,"10,490",898,"45,578",,"1,377","1,422","24,570","36,430"
2004-05,Texas,"229,065","199,514","29,551","1,028","10,954",,,"26,227","56,591","118,019",,"5,206","11,040","93,107","135,958"
2004-05,Utah,"41,368","38,773","2,595",305,820,,,239,"1,297","34,126",,"3,102","1,479","19,903","21,465"
2004-05,Vermont,"8,501","8,419",82,33,193,,,118,162,"7,049",,691,255,"3,548","4,953"
2004-05,Virginia,"81,503","77,421","4,082",347,"4,119",,,"15,063","2,265","54,038",,"2,860","2,811","31,915","49,588"
2004-05,Washington,"80,398","73,998","6,400","1,230","6,955",,,"3,042","3,531","55,207",,"7,527","2,906","32,611","47,787"
2004-05,West Virginia,"19,662","17,793","1,869",61,213,,,846,147,"17,434",,378,583,"7,845","11,817"
2004-05,Wisconsin,"70,894","69,343","1,551",577,"1,675",,,"2,751","1,630","60,390",,"2,039","1,832","27,548","43,346"
2004-05,Wyoming,"7,113","7,078",35,126,52,,,59,366,"6,221",,161,128,"4,060","3,053"
2003-04,Total,"3,477,476","3,169,304","308,172","29,352","189,409",,,"378,530","291,361","2,212,682",,"218,005","158,137","1,421,287","2,056,189"
2003-04,Alabama,"47,706","47,163",543,343,600,,,"12,621",496,"31,405",,773,"1,468","18,576","29,130"
2003-04,Alaska,"3,804","3,290",514,503,177,,,169,136,"2,572",,101,146,"1,365","2,439"
2003-04,Arizona,"89,052","82,109","6,943","2,689","2,494",,,"3,871","12,838","48,860",,"14,836","3,464","40,132","48,920"
2003-04,Arkansas,"29,092","23,095","5,997",223,327,,,"3,957",402,"22,966",,459,758,"12,255","16,837"
2003-04,California,"412,528","362,005","50,523","3,507","64,812",,,"25,431","84,238","169,293",,"43,550","21,697","164,184","248,344"
2003-04,Colorado,"62,247","55,691","6,556",917,"1,970",,,"2,504","5,786","45,417",,"3,710","1,943","27,148","35,099"
2003-04,Connecticut,"38,423","33,519","4,904",117,"1,383",,,"3,289","2,448","26,273",,"2,782","2,131","16,059","22,364"
2003-04,Delaware,"9,933","9,309",624,18,250,,,"1,505",245,"6,597",,"1,003",315,"3,540","6,393"
2003-04,District of Columbia,"24,188","23,080","1,108",82,"1,593",,,"6,058","1,312","10,745",,"1,905","2,493","10,124","14,064"
2003-04,Florida,"214,634","180,555","34,079",842,"6,594",,,"33,786","35,884","121,537",,"7,891","8,100","90,197","124,437"
2003-04,Georgia,"106,085","98,363","7,722",304,"3,089",,,"31,243","2,133","60,824",,"4,840","3,652","41,724","64,361"
2003-04,Hawaii,"12,710","11,963",747,103,"7,616",,,335,326,"3,267",,438,625,"5,163","7,547"
2003-04,Idaho,"13,519","12,657",862,130,208,,,70,466,"11,680",,582,383,"5,537","7,982"
2003-04,Illinois,"164,615","154,832","9,783",619,"9,836",,,"20,339","12,193","106,841",,"6,308","8,479","70,943","93,672"
2003-04,Indiana,"70,097","67,521","2,576",203,"1,389",,,"5,377","1,703","56,450",,"1,502","3,473","30,434","39,663"
2003-04,Iowa,"43,771","42,548","1,223",160,798,,,"1,059",763,"36,976",,"2,228","1,787","18,094","25,677"
2003-04,Kansas,"41,453","37,400","4,053",636,"1,017",,,"2,388","1,456","32,152",,"2,192","1,612","17,350","24,103"
2003-04,Kentucky,"44,468","43,338","1,130",111,593,,,"3,264",401,"38,126",,"1,068",905,"18,071","26,397"
2003-04,Louisiana,"45,809","40,317","5,492",264,"1,069",,,"12,555","1,289","27,684",,"1,311","1,637","16,602","29,207"
2003-04,Maine,"11,330","10,772",558,110,148,,,97,80,"9,788",,645,462,"4,232","7,098"
2003-04,Maryland,"57,437","54,036","3,401",210,"3,531",,,"12,260","1,817","34,637",,"2,116","2,866","23,680","33,757"
2003-04,Massachusetts,"101,808","95,797","6,011",340,"6,147",,,"6,103","4,603","61,713",,"14,134","8,768","40,681","61,127"
2003-04,Michigan,"118,572","110,628","7,944",810,"4,087",,,"12,410","2,560","86,510",,"6,109","6,086","47,034","71,538"
2003-04,Minnesota,"71,525","69,892","1,633",633,"2,223",,,"2,503",968,"54,216",,"8,553","2,429","29,134","42,391"
2003-04,Mississippi,"27,500","26,768",732,90,222,,,"9,128",183,"17,154",,205,518,"9,790","17,710"
2003-04,Missouri,"76,177","73,395","2,782",438,"1,787",,,"8,127","1,867","57,401",,"3,044","3,513","31,568","44,609"
2003-04,Montana,"8,991","8,813",178,589,85,,,28,102,"7,479",,518,190,"3,906","5,085"
2003-04,Nebraska,"23,415","22,772",643,124,445,,,848,487,"20,044",,590,877,"10,108","13,307"
2003-04,Nevada,"12,267","11,540",727,165,984,,,821,"1,184","7,444",,"1,062",607,"4,321","7,946"
2003-04,New Hampshire,"16,127","15,521",606,64,302,,,276,364,"12,283",,"2,074",764,"6,279","9,848"
2003-04,New Jersey,"75,656","61,422","14,234",258,"5,384",,,"9,897","8,053","42,321",,"5,817","3,926","30,273","45,383"
2003-04,New Mexico,"18,111","17,498",613,"1,373",367,,,396,"6,162","7,574",,"1,754",485,"7,016","11,095"
2003-04,New York,"270,097","248,601","21,496",986,"17,363",,,"30,952","24,471","151,645",,"24,887","19,793","105,055","165,042"
2003-04,North Carolina,"88,012","85,724","2,288",948,"2,340",,,"17,215","1,658","61,815",,"1,782","2,254","36,774","51,238"
2003-04,North Dakota,"9,345","9,148",197,530,67,,,83,71,"8,284",,25,285,"4,387","4,958"
2003-04,Ohio,"124,829","111,417","13,412",384,"2,560",,,"11,949","1,832","98,400",,"5,005","4,699","51,089","73,740"
2003-04,Oklahoma,"44,386","35,729","8,657","3,956",918,,,"3,601","1,355","31,870",,356,"2,330","18,326","26,060"
2003-04,Oregon,"40,375","37,089","3,286",434,"2,129",,,642,"1,513","30,239",,"3,666","1,752","16,034","24,341"
2003-04,Pennsylvania,"158,171","144,816","13,355",334,"5,865",,,"13,944","3,783","118,860",,"8,789","6,596","67,638","90,533"
2003-04,Rhode Island,"18,240","16,218","2,022",61,653,,,962,956,"12,576",,"2,080",952,"7,899","10,341"
