Completion Year,State,Total,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Native Hawaiian or Other Pacific Islander,Black or African American,Hispanic or Latino,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident
2003-04,Pennsylvania,"158,171",334,"5,865",N/A,N/A,"13,944","3,783","118,860",N/A,"8,789","6,596"
2003-04,Rhode Island,"18,240",61,653,N/A,N/A,962,956,"12,576",N/A,"2,080",952
2003-04,South Carolina,"40,022",187,559,N/A,N/A,"9,835",449,"27,073",N/A,764,"1,155"
2003-04,South Dakota,"9,764",393,103,N/A,N/A,85,78,"8,246",N/A,693,166
2003-04,Tennessee,"58,478",191,990,N/A,N/A,"9,714",727,"43,374",N/A,"2,168","1,314"
2003-04,Texas,"218,481","1,019","10,950",N/A,N/A,"25,507","52,385","112,333",N/A,"5,734","10,553"
2003-04,Utah,"40,511",312,822,N/A,N/A,217,"1,135","33,387",N/A,"3,233","1,405"
2003-04,Vermont,"8,187",81,141,N/A,N/A,83,137,"6,845",N/A,642,258
2003-04,Virginia,"78,372",607,"3,103",N/A,N/A,"14,641","2,313","52,577",N/A,"2,327","2,804"
2003-04,Washington,"81,529","1,179","7,475",N/A,N/A,"2,969","3,504","54,275",N/A,"9,425","2,702"
2003-04,West Virginia,"18,889",56,214,N/A,N/A,769,136,"16,864",N/A,288,562
2003-04,Wisconsin,"70,049",593,"1,579",N/A,N/A,"2,603","1,593","59,981",N/A,"1,830","1,870"
2003-04,Wyoming,"6,689",126,51,N/A,N/A,44,320,"5,809",N/A,211,128
2002-03,Total,"3,297,453","27,623","182,701",N/A,N/A,"353,828","267,282","2,130,445",N/A,"184,672","150,902"
2002-03,Alabama,"45,328",313,570,N/A,N/A,"11,913",431,"30,251",N/A,671,"1,179"
2002-03,Alaska,"4,638",699,181,N/A,N/A,188,154,"3,075",N/A,219,122
2002-03,Arizona,"76,795","2,509","2,183",N/A,N/A,"2,829","11,539","44,233",N/A,"10,163","3,339"
2002-03,Arkansas,"29,644",221,389,N/A,N/A,"3,776",431,"23,589",N/A,496,742
2002-03,California,"396,844","3,359","64,147",N/A,N/A,"24,707","80,111","166,915",N/A,"36,618","20,987"
2002-03,Colorado,"57,687",801,"1,893",N/A,N/A,"2,231","5,048","42,314",N/A,"3,480","1,920"
2002-03,Connecticut,"36,761",113,"1,354",N/A,N/A,"2,907","2,173","25,344",N/A,"2,668","2,202"
2002-03,Delaware,"9,782",32,225,N/A,N/A,"1,287",272,"7,000",N/A,662,304
2002-03,District of Columbia,"22,090",55,"1,567",N/A,N/A,"5,009","1,305","10,066",N/A,"1,472","2,616"
2002-03,Florida,"199,989",876,"5,991",N/A,N/A,"31,626","31,325","115,978",N/A,"6,706","7,487"
2002-03,Georgia,"94,493",277,"2,860",N/A,N/A,"28,155","1,776","55,745",N/A,"2,147","3,533"
2002-03,Hawaii,"12,137",90,"7,457",N/A,N/A,338,316,"3,025",N/A,234,677
2002-03,Idaho,"13,868",147,198,N/A,N/A,75,432,"12,227",N/A,450,339
2002-03,Illinois,"157,884",487,"9,248",N/A,N/A,"19,218","11,664","103,854",N/A,"5,607","7,806"
2002-03,Indiana,"66,971",206,"1,224",N/A,N/A,"4,813","1,620","54,189",N/A,"1,611","3,308"
2002-03,Iowa,"42,716",176,782,N/A,N/A,"1,058",739,"36,711",N/A,"1,548","1,702"
2002-03,Kansas,"39,771",554,"1,098",N/A,N/A,"2,079","1,710","31,135",N/A,"1,703","1,492"
2002-03,Kentucky,"39,098",106,561,N/A,N/A,"2,732",313,"33,806",N/A,590,990
2002-03,Louisiana,"50,202",364,"1,161",N/A,N/A,"13,603","1,324","30,868",N/A,"1,189","1,693"
2002-03,Maine,"10,929",94,148,N/A,N/A,90,70,"9,561",N/A,559,407
2002-03,Maryland,"53,891",190,"3,214",N/A,N/A,"10,921","1,622","33,234",N/A,"1,753","2,957"
2002-03,Massachusetts,"97,906",349,"5,811",N/A,N/A,"5,749","4,266","60,917",N/A,"12,210","8,604"
2002-03,Michigan,"113,456",701,"3,807",N/A,N/A,"11,561","2,398","82,655",N/A,"6,342","5,992"
2002-03,Minnesota,"64,926",482,"2,008",N/A,N/A,"1,972",819,"50,287",N/A,"7,313","2,045"
2002-03,Mississippi,"26,445",101,236,N/A,N/A,"8,621",170,"16,705",N/A,137,475
2002-03,Missouri,"73,662",462,"1,796",N/A,N/A,"7,527","1,742","56,171",N/A,"2,662","3,302"
2002-03,Montana,"8,456",569,69,N/A,N/A,29,96,"7,061",N/A,454,178
2002-03,Nebraska,"22,789",118,545,N/A,N/A,813,469,"19,706",N/A,453,685
2002-03,Nevada,"10,880",115,812,N/A,N/A,598,915,"6,687",N/A,"1,219",534
2002-03,New Hampshire,"15,140",72,289,N/A,N/A,270,309,"11,534",N/A,"1,899",767
2002-03,New Jersey,"73,093",223,"4,905",N/A,N/A,"9,103","7,343","40,502",N/A,"7,283","3,734"
2002-03,New Mexico,"16,806","1,233",375,N/A,N/A,374,"5,617","6,972",N/A,"1,827",408
2002-03,New York,"258,895",799,"16,693",N/A,N/A,"30,077","22,406","146,327",N/A,"24,184","18,409"
2002-03,North Carolina,"82,640",846,"2,090",N/A,N/A,"16,841","1,447","58,157",N/A,"1,199","2,060"
2002-03,North Dakota,"8,737",477,71,N/A,N/A,62,69,"7,769",N/A,16,273
2002-03,Ohio,"119,943",341,"2,399",N/A,N/A,"11,396","1,800","94,430",N/A,"4,738","4,839"
2002-03,Oklahoma,"42,140","3,754","1,031",N/A,N/A,"3,556","1,298","29,785",N/A,524,"2,192"
2002-03,Oregon,"37,311",465,"2,004",N/A,N/A,554,"1,265","28,335",N/A,"3,068","1,620"
2002-03,Pennsylvania,"151,844",315,"5,734",N/A,N/A,"12,833","3,519","116,032",N/A,"7,061","6,350"
2002-03,Rhode Island,"17,407",58,675,N/A,N/A,919,867,"12,180",N/A,"1,619","1,089"
2002-03,South Carolina,"38,142",109,525,N/A,N/A,"8,945",460,"26,417",N/A,635,"1,051"
2002-03,South Dakota,"8,760",380,108,N/A,N/A,78,50,"7,519",N/A,455,170
2002-03,Tennessee,"56,636",156,903,N/A,N/A,"9,132",734,"42,897",N/A,"1,333","1,481"
2002-03,Texas,"202,609",950,"11,031",N/A,N/A,"22,636","46,604","107,946",N/A,"4,463","8,979"
2002-03,Utah,"38,524",271,851,N/A,N/A,174,"1,088","32,509",N/A,"2,366","1,265"
2002-03,Vermont,"8,037",64,145,N/A,N/A,95,148,"6,572",N/A,729,284
2002-03,Virginia,"74,966",620,"2,923",N/A,N/A,"14,257","2,171","50,626",N/A,"1,668","2,701"
2002-03,Washington,"75,392","1,179","6,637",N/A,N/A,"2,797","3,033","52,385",N/A,"6,244","3,117"
2002-03,West Virginia,"18,231",78,210,N/A,N/A,794,151,"16,384",N/A,61,553
2002-03,Wisconsin,"65,723",528,"1,511",N/A,N/A,"2,457","1,360","56,268",N/A,"1,785","1,814"
2002-03,Wyoming,"6,439",139,56,N/A,N/A,53,293,"5,590",N/A,179,129
